user,item,rating,user_id,item_id
1,16,4.0,0,15
1,161,4.0,0,137
1,4993,4.5,0,3884
1,2194,4.5,0,1747
1,912,5.0,0,733
1,33493,4.5,0,6616
1,2502,4.0,0,2000
1,5952,4.5,0,4456
1,858,5.0,0,695
1,3256,5.0,0,2595
1,2467,4.5,0,1971
1,48780,4.0,0,7175
1,1089,4.5,0,886
1,50,4.0,0,47
1,8961,4.0,0,5879
1,1136,5.0,0,922
1,349,4.5,0,309
1,296,4.0,0,260
1,3421,4.5,0,2711
1,110,4.0,0,98
1,4262,5.0,0,3343
1,1198,4.0,0,960
1,4995,4.0,0,3886
1,7153,4.5,0,5205
1,1233,4.5,0,993
1,33834,4.5,0,6645
1,1061,4.0,0,863
1,48516,5.0,0,7156
1,1267,4.0,0,1026
1,457,4.0,0,405
1,2028,4.5,0,1589
1,2571,4.5,0,2055
1,1258,4.5,0,1017
1,1222,5.0,0,983
1,4011,4.5,0,3161
1,593,5.0,0,525
1,2396,4.0,0,1905
1,32587,4.5,0,6559
1,33794,4.5,0,6638
1,2728,5.0,0,2182
1,2021,4.0,0,1582
1,4306,4.0,0,3378
2,1,5.0,1,0
2,14,4.0,1,13
2,58,4.0,1,53
2,1073,4.0,1,872
2,780,4.0,1,646
2,805,5.0,1,661
2,648,4.0,1,564
2,802,4.0,1,658
2,17,5.0,1,16
2,661,4.0,1,571
2,1356,4.0,1,1102
3,595,4.0,2,527
3,648,4.0,2,564
3,39,4.0,2,36
3,272,5.0,2,241
3,586,4.0,2,519
3,500,4.0,2,445
3,50,5.0,2,47
3,509,5.0,2,453
3,480,4.0,2,426
3,296,5.0,2,260
3,342,5.0,2,302
3,150,4.0,2,126
3,300,4.0,2,263
3,246,5.0,2,216
3,357,4.0,2,317
3,222,5.0,2,193
3,593,5.0,2,525
3,11,4.0,2,10
3,497,4.0,2,442
3,45,5.0,2,42
3,232,4.0,2,203
3,21,5.0,2,20
3,800,5.0,2,656
3,417,4.0,2,365
3,34,5.0,2,33
3,527,4.0,2,471
3,613,4.0,2,542
4,2761,4.0,3,2207
4,2725,5.0,3,2179
4,2212,4.0,3,1763
4,3260,4.0,3,2599
4,1185,4.0,3,948
4,2739,5.0,3,2193
4,2019,4.0,3,1580
4,1233,5.0,3,993
4,30,4.0,3,29
4,527,4.0,3,471
4,1936,5.0,3,1501
4,1085,5.0,3,882
4,916,4.0,3,737
4,213,4.0,3,185
4,1094,4.0,3,891
4,945,4.0,3,765
4,593,4.0,3,525
4,936,4.0,3,756
4,1284,4.0,3,1043
4,2935,4.0,3,2344
4,1225,5.0,3,986
4,1949,5.0,3,1514
4,910,5.0,3,731
4,1997,5.0,3,1559
4,3035,5.0,3,2424
4,318,4.0,3,279
4,1224,4.0,3,985
4,573,4.0,3,511
4,1250,5.0,3,1009
4,1358,4.0,3,1104
4,947,4.0,3,767
4,2186,4.0,3,1739
4,2132,5.0,3,1687
4,296,4.0,3,260
4,1247,4.0,3,1006
4,1276,5.0,3,1035
4,1203,5.0,3,965
4,912,5.0,3,733
4,1254,5.0,3,1013
4,1196,4.0,3,958
4,307,5.0,3,270
4,3114,5.0,3,2495
4,946,4.0,3,766
4,919,5.0,3,740
4,2728,5.0,3,2182
4,943,4.0,3,763
4,3088,5.0,3,2469
4,905,5.0,3,726
4,940,5.0,3,760
4,154,4.0,3,130
4,913,5.0,3,734
4,1209,4.0,3,970
4,308,5.0,3,271
4,2690,4.0,3,2147
4,306,5.0,3,269
4,1734,4.0,3,1376
4,1204,5.0,3,966
4,2874,4.0,3,2295
4,1392,4.0,3,1131
4,5060,5.0,3,3932
4,1296,4.0,3,1054
4,1244,4.0,3,1003
4,1277,4.0,3,1036
4,1945,4.0,3,1510
4,1252,4.0,3,1011
4,1948,4.0,3,1513
4,1719,5.0,3,1366
5,4016,4.0,4,3165
5,54259,4.0,4,7428
5,1,4.0,4,0
5,72737,4.5,4,8332
5,7375,4.0,4,5336
5,4306,4.0,4,3378
5,33499,4.0,4,6618
5,175,4.0,4,150
5,71264,5.0,4,8233
5,1907,4.5,4,1479
5,595,4.0,4,527
5,8360,4.0,4,5615
5,46972,5.0,4,7078
5,778,4.0,4,644
5,1206,4.5,4,967
5,68793,5.0,4,8104
5,56152,4.5,4,7553
5,68954,5.0,4,8114
6,56367,5.0,5,7567
6,7361,5.0,5,5326
6,7438,5.0,5,5362
6,72011,4.0,5,8283
6,46976,5.0,5,7080
6,66665,5.0,5,8030
6,1682,4.0,5,1343
6,2918,4.0,5,2330
6,2329,5.0,5,1842
6,1223,5.0,5,984
6,1965,5.0,5,1530
6,6874,5.0,5,5003
6,44195,4.5,5,6944
6,4878,4.0,5,3805
6,4090,4.0,5,3219
6,2959,5.0,5,2364
6,68954,4.0,5,8114
6,3262,4.0,5,2601
6,2572,5.0,5,2056
6,3897,4.0,5,3071
6,55247,4.5,5,7488
6,42002,4.0,5,6862
6,8784,5.0,5,5792
6,1073,5.0,5,872
6,41573,4.0,5,6846
6,33004,5.0,5,6589
6,1732,4.5,5,1374
6,2858,5.0,5,2280
6,45722,4.0,5,7032
6,1097,4.0,5,894
6,60069,5.0,5,7755
7,1320,4.5,6,1070
7,10,4.0,6,9
7,1200,5.0,6,962
7,1370,4.0,6,1111
7,1080,5.0,6,877
7,1258,4.0,6,1017
7,316,4.0,6,277
7,2788,4.5,6,2228
7,145,4.0,6,122
7,541,4.0,6,484
7,2571,5.0,6,2055
